Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Civil_Twilight,Year,Month
Bing,2,2019-05-13 07:52:30,2019-05-13 08:21:25,40.702107,-74.24753199999999,Hillside,Union,NJ,46.0,42.0,93.0,29.87,5.0,8.0,0.0,Light Rain,Day,2019,5.0
Bing,2,2019-05-13 07:15:43,2019-05-13 07:43:25,40.47187,-74.2952,South Amboy,Middlesex,NJ,46.0,46.0,90.0,29.88,7.0,0.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-13 07:52:30,2019-05-13 08:21:08,40.86014,-74.38391999999999,Parsippany,Morris,NJ,43.0,40.0,100.0,29.7,1.0,5.0,0.0,Fog,Day,2019,5.0
Bing,2,2019-05-13 07:48:45,2019-05-13 08:17:06,40.80512,-74.18446999999999,Bloomfield,Essex,NJ,45.0,43.0,93.0,29.89,1.0,5.0,0.01,Light Rain,Day,2019,5.0
Bing,2,2019-05-13 08:05:47,2019-05-13 08:35:16,40.19726,-74.61211,Trenton,Mercer,NJ,45.0,42.0,97.0,29.64,4.0,6.0,0.09,Rain,Day,2019,5.0
Bing,2,2019-05-13 08:27:47,2019-05-13 08:57:32,39.942170000000004,-74.20881999999999,Toms River,Ocean,NJ,46.0,43.0,100.0,29.78,10.0,7.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-13 12:36:44,2019-05-13 13:06:33,40.64205,-74.20681,Elizabeth,Union,NJ,48.0,44.0,86.0,29.83,5.0,9.0,0.0,Drizzle,Day,2019,5.0
Bing,2,2019-05-13 12:41:12,2019-05-13 13:10:43,40.53109,-74.38041,Edison,Middlesex,NJ,48.0,44.0,86.0,29.83,5.0,9.0,0.0,Drizzle,Day,2019,5.0
Bing,2,2019-05-13 12:54:30,2019-05-13 13:24:23,40.202143,-74.589076,Trenton,Mercer,NJ,47.0,43.0,97.0,29.58,2.0,9.0,0.06,Rain,Day,2019,5.0
Bing,2,2019-05-13 15:19:30,2019-05-13 15:49:21,40.522490000000005,-74.30103000000001,Keasbey,Middlesex,NJ,48.0,43.0,86.0,29.79,7.0,12.0,0.0,Light Drizzle,Day,2019,5.0
Bing,2,2019-05-13 15:19:30,2019-05-13 15:49:21,40.52174,-74.3033,Keasbey,Middlesex,NJ,48.0,43.0,86.0,29.79,7.0,12.0,0.0,Light Drizzle,Day,2019,5.0
Bing,2,2019-05-13 15:42:00,2019-05-13 16:11:22,40.74629,-74.16086,Harrison,Hudson,NJ,50.0,50.0,87.0,29.78,10.0,5.0,0.01,Light Rain,Day,2019,5.0
Bing,2,2019-05-13 15:35:48,2019-05-13 16:05:38,40.18942,-74.74744,Trenton,Mercer,NJ,46.0,42.0,96.0,29.61,1.0,8.0,0.15,Heavy Rain,Day,2019,5.0
Bing,2,2019-05-13 15:35:48,2019-05-13 16:05:38,40.192190000000004,-74.75126,Trenton,Mercer,NJ,46.0,42.0,96.0,29.61,1.0,8.0,0.15,Heavy Rain,Day,2019,5.0
Bing,2,2019-05-13 15:36:01,2019-05-13 16:05:37,40.4726,-74.43021,New Brunswick,Middlesex,NJ,48.0,44.0,85.0,29.78,10.0,10.0,0.0,Cloudy,Day,2019,5.0
Bing,3,2019-05-13 16:19:31,2019-05-13 16:48:00,40.87157,-73.97927,Englewood,Bergen,NJ,48.0,45.0,89.0,29.78,8.0,6.0,0.01,Light Rain,Day,2019,5.0
Bing,2,2019-05-13 17:16:14,2019-05-13 17:45:31,40.285992,-74.70170999999999,Lawrence Township,Mercer,NJ,48.0,44.0,96.0,29.56,10.0,8.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-13 17:16:14,2019-05-13 17:45:40,39.96373,-74.99759499999999,Maple Shade,Burlington,NJ,48.0,46.0,93.0,29.73,10.0,5.0,0.08,Cloudy,Day,2019,5.0
Bing,2,2019-05-13 17:18:02,2019-05-13 17:47:41,40.55399,-74.31778,Iselin,Middlesex,NJ,48.0,48.0,92.0,29.81,3.0,0.0,0.05,Rain,Day,2019,5.0
Bing,2,2019-05-13 17:56:12,2019-05-13 18:25:37,40.4831,-74.4138,New Brunswick,Middlesex,NJ,48.0,43.0,93.0,29.8,4.0,13.0,0.24,Rain,Day,2019,5.0
Bing,2,2019-05-13 19:09:44,2019-05-13 19:37:58,40.76688,-74.018592,Weehawken,Hudson,NJ,46.0,41.0,96.0,29.68,10.0,9.0,0.13,Cloudy,Day,2019,5.0
Bing,2,2019-05-13 19:11:59,2019-05-13 19:39:59,40.64434,-74.71304,Bedminster,Somerset,NJ,49.0,49.0,90.0,29.69,10.0,3.0,0.0,Light Rain,Day,2019,5.0
Bing,4,2019-05-14 05:17:12,2019-05-14 05:46:21,40.43737,-74.14208,Hazlet Township,Monmouth,NJ,44.0,44.0,93.0,29.8,4.0,0.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-14 09:38:14,2019-05-14 10:07:17,40.57478,-74.33044,Iselin,Middlesex,NJ,46.0,46.0,93.0,29.82,1.0,0.0,0.0,Light Rain,Day,2019,5.0
Bing,2,2019-05-14 14:42:45,2019-05-14 15:10:49,40.744808,-74.213571,Newark,Essex,NJ,51.0,51.0,86.0,29.77,8.0,5.0,0.01,Light Rain,Day,2019,5.0
Bing,2,2019-05-14 15:15:29,2019-05-14 15:42:52,40.194917,-74.599126,Trenton,Mercer,NJ,55.0,55.0,62.0,29.56,10.0,10.0,0.0,Cloudy,Day,2019,5.0
Bing,4,2019-05-14 19:06:44,2019-05-14 19:34:43,40.558593,-74.52078399999999,Middlesex,Middlesex,NJ,50.0,50.0,77.0,29.69,10.0,10.0,0.02,Light Rain,Day,2019,5.0
Bing,4,2019-05-14 19:06:44,2019-05-14 19:34:43,40.56179,-74.52296199999999,Middlesex,Middlesex,NJ,50.0,50.0,77.0,29.69,10.0,10.0,0.02,Light Rain,Day,2019,5.0
Bing,2,2019-05-14 17:47:06,2019-05-14 18:16:50,39.8719,-75.0236,Lawnside,Camden,NJ,54.0,54.0,72.0,29.73,10.0,10.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,3,2019-05-14 19:59:13,2019-05-14 20:28:20,40.4333,-74.24882,South Amboy,Middlesex,NJ,49.0,45.0,86.0,29.81,7.0,8.0,0.02,Drizzle,Day,2019,5.0
Bing,4,2019-05-14 22:01:59,2019-05-14 22:30:06,40.314489,-74.79261,Pennington,Mercer,NJ,48.0,45.0,80.0,29.63,10.0,6.0,0.0,Cloudy,Night,2019,5.0
Bing,4,2019-05-14 22:01:59,2019-05-14 22:30:06,40.310989,-74.789399,Pennington,Mercer,NJ,48.0,45.0,80.0,29.63,10.0,6.0,0.0,Cloudy,Night,2019,5.0
Bing,4,2019-05-15 00:30:42,2019-05-15 00:58:56,40.473290000000006,-74.49059,Somerset,Somerset,NJ,41.0,41.0,93.0,29.73,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,4,2019-05-15 00:30:42,2019-05-15 00:58:56,40.476585,-74.487627,Somerset,Somerset,NJ,41.0,41.0,93.0,29.73,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,2,2019-05-15 07:43:27,2019-05-15 08:12:50,40.43277,-74.24931,Matawan,Middlesex,NJ,47.0,47.0,77.0,29.87,10.0,0.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-15 07:37:27,2019-05-15 08:07:01,40.591093,-74.324211,Colonia,Middlesex,NJ,47.0,47.0,77.0,29.87,10.0,0.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-15 09:07:27,2019-05-15 09:36:41,40.64693,-74.83019,Lebanon,Hunterdon,NJ,53.0,53.0,59.0,29.77,10.0,12.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-16 07:27:41,2019-05-16 07:54:15,40.4764,-74.29896,South Amboy,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 07:29:59,2019-05-16 07:58:14,40.481559999999995,-74.40371999999999,New Brunswick,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 07:29:59,2019-05-16 07:58:14,40.47805,-74.40928000000001,East Brunswick,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 07:29:59,2019-05-16 07:58:14,40.48538,-74.4227,New Brunswick,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 07:29:59,2019-05-16 07:58:14,40.4845,-74.40034,New Brunswick,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 07:29:59,2019-05-16 07:58:14,40.47833,-74.40711,East Brunswick,Middlesex,NJ,54.0,54.0,89.0,29.87,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 08:42:01,2019-05-16 09:11:52,40.56413,-74.25829,Port Reading,Middlesex,NJ,57.0,57.0,79.0,29.87,10.0,0.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 08:51:00,2019-05-16 09:20:25,40.807140000000004,-74.07686,East Rutherford,Bergen,NJ,62.0,62.0,62.0,29.86,10.0,6.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-16 15:45:02,2019-05-16 16:13:59,40.889275,-74.218778,Little Falls,Passaic,NJ,73.0,73.0,29.0,29.63,10.0,9.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,4,2019-05-16 22:12:43,2019-05-16 22:42:00,40.90003,-74.07853,Rochelle Park,Bergen,NJ,63.0,63.0,48.0,29.84,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,4,2019-05-16 22:12:43,2019-05-16 22:42:00,40.89506,-74.07855,Rochelle Park,Bergen,NJ,63.0,63.0,48.0,29.84,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,2,2019-05-16 16:00:46,2019-05-16 16:30:18,40.73808,-74.21733,Irvington,Essex,NJ,73.0,73.0,29.0,29.8,10.0,13.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 16:10:30,2019-05-16 21:01:39,40.276720000000005,-74.82831999999999,Trenton,Mercer,NJ,72.0,72.0,34.0,29.61,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-16 16:12:46,2019-05-16 16:42:26,39.872751,-75.102174,Bellmawr,Camden,NJ,74.0,74.0,29.0,29.85,10.0,10.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 16:24:03,2019-05-16 16:53:44,40.295772,-74.681269,Lawrence Township,Mercer,NJ,73.0,73.0,31.0,29.59,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-16 17:21:03,2019-05-16 17:49:28,40.25123,-74.56251999999999,Hightstown,Mercer,NJ,73.0,73.0,31.0,29.59,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-16 17:21:03,2019-05-16 17:49:28,40.252468,-74.56013,East Windsor,Mercer,NJ,73.0,73.0,31.0,29.59,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-16 16:42:03,2019-05-16 17:11:55,40.728376000000004,-74.10263,Kearny,Hudson,NJ,74.0,74.0,26.0,29.8,10.0,10.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-16 17:30:48,2019-05-16 18:00:14,40.85494,-73.970621,Fort Lee,Bergen,NJ,72.0,72.0,33.0,29.8,10.0,6.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-16 21:19:27,2019-05-16 21:48:22,40.98,-74.29911,Pompton Plains,Morris,NJ,63.0,63.0,52.0,29.67,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,2,2019-05-16 19:02:14,2019-05-16 19:31:34,40.19761,-74.75803,Trenton,Mercer,NJ,72.0,72.0,33.0,29.6,10.0,6.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-16 20:42:43,2019-05-16 21:12:29,40.852940000000004,-74.01448,Ridgefield Park,Bergen,NJ,69.0,69.0,33.0,29.83,10.0,0.0,0.0,Fair,Night,2019,5.0
Bing,2,2019-05-16 20:02:59,2019-05-16 20:32:31,40.75327,-74.21083,East Orange,Essex,NJ,71.0,71.0,29.0,29.82,10.0,9.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,3,2019-05-17 05:24:47,2019-05-17 05:54:12,40.14004,-74.71712,Bordentown,Burlington,NJ,57.0,57.0,83.0,29.58,10.0,3.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-17 09:29:15,2019-05-17 09:58:04,40.638259999999995,-74.8845,Annandale,Hunterdon,NJ,70.0,70.0,63.0,29.67,10.0,5.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-17 10:00:43,2019-05-17 10:30:16,40.82267,-74.12378000000001,Rutherford,Bergen,NJ,73.0,73.0,49.0,29.76,10.0,9.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-17 10:00:43,2019-05-17 10:30:16,40.82354,-74.12544,Clifton,Passaic,NJ,73.0,73.0,49.0,29.76,10.0,9.0,0.0,Fair,Day,2019,5.0
Bing,4,2019-05-17 12:44:15,2019-05-17 14:43:55,40.639379999999996,-74.88001,Annandale,Hunterdon,NJ,71.0,71.0,68.0,29.64,10.0,0.0,0.01,Cloudy,Day,2019,5.0
Bing,4,2019-05-17 13:51:42,2019-05-17 14:21:23,40.709829,-74.194477,Newark,Essex,NJ,73.0,73.0,64.0,29.72,10.0,5.0,0.02,Cloudy,Day,2019,5.0
Bing,4,2019-05-17 15:16:29,2019-05-17 15:45:34,40.582767,-74.624134,Bridgewater,Somerset,NJ,78.0,78.0,48.0,29.6,10.0,3.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 16:03:54,2019-05-17 16:31:54,39.752559999999995,-75.27821,Swedesboro,Gloucester,NJ,81.0,81.0,44.0,29.73,10.0,14.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 15:51:47,2019-05-17 16:19:21,40.71014,-74.15996,Newark,Essex,NJ,78.0,78.0,46.0,29.69,10.0,18.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 15:51:47,2019-05-17 16:19:21,40.710198999999996,-74.16004699999999,Newark,Essex,NJ,78.0,78.0,46.0,29.69,10.0,18.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 15:42:08,2019-05-17 16:09:56,39.93135,-74.9608,Mount Laurel,Burlington,NJ,79.0,79.0,50.0,29.66,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 15:42:03,2019-05-17 16:11:57,40.85306,-73.96011,Fort Lee,Bergen,NJ,77.0,77.0,50.0,29.69,10.0,7.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-17 16:24:03,2019-05-17 16:51:44,40.90323,-74.09311,Saddle Brook,Bergen,NJ,75.0,75.0,53.0,29.69,10.0,8.0,0.0,Cloudy,Day,2019,5.0
Bing,3,2019-05-17 17:32:18,2019-05-17 17:59:42,40.858606,-73.97484399999999,Fort Lee,Bergen,NJ,78.0,78.0,48.0,29.7,10.0,9.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 17:27:44,2019-05-17 17:57:19,40.728217,-74.101901,Kearny,Hudson,NJ,77.0,77.0,48.0,29.71,10.0,12.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 17:32:24,2019-05-17 18:01:28,40.209893,-74.766253,Trenton,Mercer,NJ,77.0,77.0,52.0,29.5,10.0,6.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-17 16:54:03,2019-05-17 17:23:33,40.79182,-74.46883000000001,Morristown,Morris,NJ,75.0,75.0,57.0,29.53,10.0,7.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 16:57:45,2019-05-17 17:27:42,40.342137,-74.476952,Monroe Township,Middlesex,NJ,78.0,78.0,50.0,29.5,10.0,6.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 17:21:44,2019-05-17 17:51:22,39.998706,-74.205313,Toms River,Ocean,NJ,81.0,81.0,44.0,29.66,10.0,10.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 18:19:32,2019-05-17 18:47:40,39.967971,-74.90463100000001,Mount Laurel,Burlington,NJ,78.0,78.0,52.0,29.68,10.0,5.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-17 18:32:16,2019-05-17 19:01:39,40.160309999999996,-74.2328,Howell,Monmouth,NJ,77.0,77.0,54.0,29.59,10.0,7.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-17 22:14:13,2019-05-17 22:43:28,40.479859999999995,-74.40324,New Brunswick,Middlesex,NJ,70.0,70.0,69.0,29.78,10.0,0.0,0.0,Partly Cloudy,Night,2019,5.0
Bing,2,2019-05-17 21:12:43,2019-05-17 21:41:51,40.853691999999995,-73.96503100000001,Fort Lee,Bergen,NJ,72.0,72.0,66.0,29.74,10.0,6.0,0.0,Cloudy,Night,2019,5.0
Bing,3,2019-05-18 06:12:42,2019-05-18 10:51:33,40.06801,-74.131057,Brick,Ocean,NJ,59.0,59.0,58.0,29.77,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-18 06:12:42,2019-05-18 10:51:33,40.06937,-74.13025,Brick,Ocean,NJ,59.0,59.0,58.0,29.77,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-19 13:11:58,2019-05-19 13:41:19,40.33354,-74.09872,Red Bank,Monmouth,NJ,77.0,77.0,69.0,29.88,10.0,14.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-19 18:12:43,2019-05-19 18:41:01,40.33358,-74.09846999999999,Red Bank,Monmouth,NJ,75.0,75.0,73.0,29.8,10.0,12.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,3,2019-05-19 20:15:47,2019-05-19 20:45:25,39.812919,-74.986187,Clementon,Camden,NJ,76.0,76.0,76.0,29.85,10.0,5.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-19 20:15:47,2019-05-19 20:45:25,39.812328,-74.98503199999999,Clementon,Camden,NJ,76.0,76.0,76.0,29.85,10.0,5.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 05:50:12,2019-05-20 06:19:08,40.43141,-74.30287,Old Bridge,Middlesex,NJ,68.0,68.0,85.0,29.81,10.0,0.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 05:50:12,2019-05-20 06:19:08,40.43141,-74.30287,Old Bridge,Middlesex,NJ,68.0,68.0,85.0,29.81,10.0,0.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 07:23:58,2019-05-20 07:49:13,40.43141,-74.30287,Old Bridge,Middlesex,NJ,70.0,70.0,82.0,29.82,10.0,0.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 08:00:00,2019-05-20 08:29:10,40.431344,-74.302633,Old Bridge,Middlesex,NJ,73.0,73.0,77.0,29.82,10.0,0.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 08:36:00,2019-05-20 09:05:19,40.71672,-74.15566,Newark,Essex,NJ,75.0,75.0,73.0,29.82,10.0,15.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 07:23:58,2019-05-20 07:52:18,41.03371,-74.07029,Woodcliff Lake,Bergen,NJ,71.0,71.0,84.0,29.81,10.0,10.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 08:48:45,2019-05-20 09:17:29,40.767834,-74.02172900000001,Weehawken,Hudson,NJ,74.0,74.0,73.0,29.69,10.0,7.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 08:48:45,2019-05-20 09:17:29,40.76899,-74.02434000000001,Weehawken,Hudson,NJ,74.0,74.0,73.0,29.69,10.0,7.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 08:32:15,2019-05-20 09:01:38,40.90209,-74.13319,Elmwood Park,Bergen,NJ,75.0,75.0,73.0,29.81,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 09:50:14,2019-05-20 10:18:06,40.856809999999996,-73.97245,Fort Lee,Bergen,NJ,78.0,78.0,66.0,29.8,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-20 11:26:14,2019-05-20 11:55:21,40.85163,-73.95284000000001,Fort Lee,Bergen,NJ,83.0,83.0,54.0,29.78,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-20 10:47:59,2019-05-20 11:17:26,40.669740000000004,-74.17862,Newark,Union,NJ,83.0,83.0,53.0,29.79,10.0,21.0,0.0,Partly Cloudy / Windy,Day,2019,5.0
Bing,2,2019-05-20 11:38:14,2019-05-20 12:05:39,40.85163,-73.95284000000001,Fort Lee,Bergen,NJ,83.0,83.0,54.0,29.78,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 13:18:49,2019-05-20 13:47:57,39.3957,-75.01161,Millville,Cumberland,NJ,85.0,85.0,53.0,29.75,10.0,14.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 11:53:59,2019-05-20 12:23:37,40.76072,-74.07619,Secaucus,Hudson,NJ,83.0,83.0,54.0,29.78,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 11:53:59,2019-05-20 12:23:37,40.7616,-74.07764,Secaucus,Hudson,NJ,83.0,83.0,54.0,29.78,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-20 13:44:59,2019-05-20 14:14:38,40.85306,-73.96011,Fort Lee,Bergen,NJ,85.0,85.0,46.0,29.74,10.0,20.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 16:00:02,2019-05-20 16:28:11,40.418935999999995,-74.086393,Belford,Monmouth,NJ,87.0,87.0,36.0,29.7,10.0,14.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 16:00:02,2019-05-20 16:28:11,40.419104,-74.087594,Belford,Monmouth,NJ,87.0,87.0,36.0,29.7,10.0,14.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,4,2019-05-20 14:41:59,2019-05-20 15:10:21,40.41871,-74.08751,Belford,Monmouth,NJ,85.0,85.0,41.0,29.74,10.0,14.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,4,2019-05-20 14:41:59,2019-05-20 15:10:21,40.41908,-74.08746,Belford,Monmouth,NJ,85.0,85.0,41.0,29.74,10.0,14.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 15:32:20,2019-05-20 16:01:32,39.935587,-75.060822,Merchantville,Camden,NJ,89.0,89.0,39.0,29.62,10.0,15.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 15:36:01,2019-05-20 16:03:34,40.794289,-74.058518,Secaucus,Hudson,NJ,88.0,88.0,42.0,29.68,10.0,15.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-20 15:15:45,2019-05-20 15:45:40,40.85306,-73.96011,Fort Lee,Bergen,NJ,87.0,87.0,43.0,29.71,10.0,16.0,0.0,Partly Cloudy,Day,2019,5.0
Bing,3,2019-05-20 15:56:16,2019-05-20 16:25:15,40.86589,-74.41741,Parsippany,Morris,NJ,84.0,84.0,48.0,29.52,10.0,15.0,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 16:21:51,2019-05-20 16:49:21,40.104246,-74.722484,Bordentown,Burlington,NJ,86.0,86.0,40.0,29.5,10.0,14.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-20 16:33:45,2019-05-20 17:02:02,40.730990000000006,-74.04926,Jersey City,Hudson,NJ,85.0,,41.0,29.55,10.0,,0.0,Mostly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 16:33:45,2019-05-20 17:02:02,40.71443,-74.28443,Union,Union,NJ,88.0,88.0,36.0,29.67,10.0,21.0,0.0,Partly Cloudy / Windy,Day,2019,5.0
Bing,2,2019-05-20 17:54:06,2019-05-20 18:23:31,40.141259000000005,-74.717623,Bordentown,Burlington,NJ,81.0,81.0,56.0,29.49,10.0,9.0,0.02,Partly Cloudy,Day,2019,5.0
Bing,2,2019-05-20 17:50:16,2019-05-20 18:19:29,40.75574,-74.19971,East Orange,Essex,NJ,86.0,86.0,38.0,29.67,10.0,24.0,0.0,Partly Cloudy / Windy,Day,2019,5.0
Bing,2,2019-05-20 17:52:31,2019-05-20 18:21:21,40.87663,-74.16645,Clifton,Passaic,NJ,81.0,81.0,54.0,29.52,10.0,9.0,0.0,Light Rain,Day,2019,5.0
Bing,2,2019-05-20 17:45:45,2019-05-20 18:15:42,40.79782,-74.2549,West Orange,Essex,NJ,81.0,81.0,54.0,29.52,10.0,9.0,0.0,Light Rain,Day,2019,5.0
Bing,3,2019-05-20 19:39:43,2019-05-20 20:09:08,40.85306,-73.96011,Fort Lee,Bergen,NJ,81.0,81.0,45.0,29.69,10.0,9.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 10:30:43,2019-05-21 10:59:33,40.89808,-74.24754,Wayne,Passaic,NJ,62.0,62.0,39.0,29.78,10.0,9.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 07:02:13,2019-05-21 07:31:48,40.72965,-74.035911,Jersey City,Hudson,NJ,58.0,58.0,53.0,29.75,10.0,6.0,0.0,Cloudy,Day,2019,5.0
Bing,2,2019-05-21 09:00:01,2019-05-21 09:27:25,40.649002,-74.200325,Elizabethport,Union,NJ,59.0,59.0,46.0,29.92,10.0,21.0,0.0,Fair / Windy,Day,2019,5.0
Bing,2,2019-05-21 08:54:45,2019-05-21 09:22:11,40.56864,-74.32647,Iselin,Middlesex,NJ,58.0,58.0,43.0,29.93,10.0,17.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 14:14:15,2019-05-21 14:43:42,40.85306,-73.96011,Fort Lee,Bergen,NJ,69.0,69.0,36.0,29.9,10.0,16.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 14:05:59,2019-05-21 14:33:49,39.964314,-74.206671,Toms River,Ocean,NJ,68.0,68.0,37.0,29.87,10.0,18.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 15:22:29,2019-05-21 15:51:57,39.702942,-74.272015,Manahawkin,Ocean,NJ,70.0,70.0,35.0,29.86,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,3,2019-05-21 16:17:16,2019-05-21 16:46:30,40.47271,-74.40926999999999,East Brunswick,Middlesex,NJ,64.0,64.0,37.0,29.94,10.0,13.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 16:43:31,2019-05-21 17:11:13,40.156092,-74.30833299999999,Jackson,Ocean,NJ,71.0,71.0,35.0,29.87,10.0,16.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 16:31:31,2019-05-21 17:01:07,40.778859999999995,-74.0568,Secaucus,Hudson,NJ,72.0,72.0,28.0,29.9,10.0,20.0,0.0,Fair,Day,2019,5.0
Bing,2,2019-05-21 16:31:31,2019-05-21 17:01:07,40.78328,-74.05338,Secaucus,Hudson,NJ,72.0,72.0,28.0,29.9,10.0,20.0,0.0,Fair,Day,2019,5.0
